context,question,label
The person has tachophobia.,A person typically desire fast cars.,0
A person loves driving and he is in car race.,A person typically desire fast cars.,1
A person driving cars on traffic road.,A person typically desire fast cars.,0
A chef has skill.,Chef typically desire cook well.,1
Chef is cooking at the restaurant.,Chef typically desire cook well.,1
If the chef uses proper elements.,Chef typically desire cook well.,1
If the chef not in good mood.,Chef typically desire cook well.,0
The person has a good job.,A person typically desires affluent.,1
The person is jobless.,A person typically desires affluent.,0
The person is greedy and wants to earn more.,A person typically desires affluent.,1
The person is satisfied with what he has and has no greed for money.,A person typically desires affluent.,0
The person is cheerful.,A person typically do desire for playfulness.,1
The person is lazy.,A person typically do desire for playfulness.,0
The person is funny.,A person typically do desire for playfulness.,1
The person is joyfull.,A person typically do desire for playfulness.,0
The person has a dog.,A person typically do desire for playfulness.,1
The person is boring .,A person typically do desire for playfulness.,0
There are too many bags on the trolley.,Luggage trolley can typically be used to carry luggage.,0
The luggage trolley is empty.,Luggage trolley can typically be used to carry luggage.,0
There are no luggage trolleys available.,Luggage trolley can typically be used to carry luggage.,0
The trolley is empty.,Luggage trolley can typically be used to carry luggage.,1
The luggage trolley is loaded.,Luggage trolley can typically be used to carry luggage.,1
The luggage trolley is big enough.,Luggage trolley can typically be used to carry luggage.,1
Jill is sex addicted.,Jill typically desire sex.,1
Jill is tired.,Jill typically desire sex.,0
Jill go on a date.,Jill typically desire sex.,1
Jill is unimpressive and no one around to hang out.,Jill typically desire sex.,0
Jill gets sex mood.,Jill typically desire sex.,1
Jill has no partner to have sex.,Jill typically desire sex.,0
The person is good and respectable.,A person typically desires honor.,1
The person is unadmirable and unrespected.,A person typically desires honor.,0
A person completed the target.,A person typically desires honor.,1
A person is lazy.,A person typically desires honor.,0
A person is magistrate.,A person typically desires honor.,1
A person is earned bad name with other people.,A person typically desires honor.,0
The person has the wrong email address.,Sending e mail typically causes person receives.,0
The email address is right.,Sending e mail typically causes person receives.,1
The person is on call.,Sending e mail typically causes person receives.,0
The person has enough data .,Sending e mail typically causes person receives.,1
You injure yourself.,Getting physical activity are typically used for bulding muscle.,0
Physical activity is light.,Getting physical activity are typically used for bulding muscle.,0
